name,team,age,nameascii,playerid,mlbamid,year,w_pitch,l_pitch,era_pitch,g_pitch,gs_pitch,cg_pitch,sho_pitch,sv_pitch,ip_pitch,tbf_pitch,h_pitch,r_pitch,er_pitch,hr_pitch,bb_pitch,hbp_pitch,wp_pitch,bk_pitch,so_pitch,k/9_pitch,bb/9_pitch,k/bb_pitch,hr/9_pitch,k%_pitch,bb%_pitch,k-bb%_pitch,avg_pitch,whip_pitch,babip_pitch,lob%_pitch,fip_pitch,e-f_pitch,g_bat,ab_bat,pa_bat,h_bat,1b_bat,2b_bat,3b_bat,hr_bat,r_bat,rbi_bat,bb_bat,so_bat,hbp_bat,sf_bat,sh_bat,gdp_bat,sb_bat,cs_bat,avg_bat,bb%_bat,k%_bat,bb/k_bat,obp_bat,slg_bat,ops_bat,iso_bat,spd_bat,babip_bat,wsb_bat,wrc_bat,wraa_bat,woba_bat,wrc+_bat,role,Acronym,Full Team Name,Round,Pick,Drafted By,Drafted From,Drafted?,Full Name_team,id_team,division_team,team_old,team_new,team_teamstats,league_team,W_team,L_team,T_team,G_team,WPCT_team,PE_team,Difference_team,BB (Batting)_team,AB_team,H_team,BA_team,DP_team,DPPG_team,2B_team,2BPG_team,IP_team,R (Pitching)_team,ER_team,ERA_team,PO_team,A_team,E_team,FPCT_team,HB_team,HBP_team,HA_team,HAPG_team,HR_team,HRPG_team,SF_team,SH_team,OBP_team,SB_team,SBPG_team,CS_team,R (Batting)_team,RPG_team,SHO_team,TB_team,SLG_team,SO_team,BB (Pitching)_team,K/BB_team,K/9_team,TP_team,3B_team,3BPG_team,WHIP_team,BBPG (Pitching)_team
cael baker,OHIO,23.0,Cael Baker,sa3026425,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,149.0,191.0,29.0,13.0,11.0,0.0,5.0,25.0,30.0,29.0,45.0,6.0,4.0,3.0,2.0,0.0,1.0,0.194630872,0.15183246,0.235602094,0.644444444,0.340425531,0.369127516,0.709553047,0.174496644,2.284573945853339,0.233009708,-0.6992412898689508,22.878428566178787,-8.652192202487479,0.334563468999051,72.55939784387104,Batter,OHIO,ohio university,,,,,False,Ohio University,641.0,1.0,Ohio,Ohio University,Ohio,MAC,29.0,24.0,0.0,53.0,0.547,0.496,0.051,247.0,1750.0,518.0,0.296,37.0,0.7,113.0,2.13,436.0,380.0,317.0,6.54,1307.0,481.0,55.0,0.97,88.0,69.0,555.0,11.46,59.0,1.11,27.0,25.0,0.398,33.0,0.62,14.0,377.0,7.1,1.0,834.0,0.477,393.0,168.0,2.34,8.1,,13.0,0.25,1.66,3.47
cael chatham,HPU,23.0,Cael Chatham,sa3028787,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,212.0,246.0,68.0,40.0,15.0,0.0,13.0,48.0,43.0,28.0,35.0,2.0,2.0,2.0,8.0,6.0,0.0,0.320754716,0.113821138,0.142276422,0.8,0.401639344,0.575471698,0.977111042,0.254716982,5.146950042232811,0.331325301,0.9046181086450816,52.707832974218555,13.900428634905046,0.430877185258709,135.81901153029025,Batter,HPU,high point university,,,,,False,High Point University,363.0,1.0,High Point,High Point University,High Point,Big South,20.0,34.0,0.0,54.0,0.37,0.376,-0.006,251.0,1840.0,492.0,0.267,52.0,0.96,95.0,1.76,470.1,439.0,364.0,6.97,1411.0,497.0,80.0,0.96,76.0,60.0,564.0,10.79,63.0,1.17,17.0,21.0,0.37,97.0,1.8,23.0,333.0,6.2,,782.0,0.425,403.0,300.0,1.34,7.7,,3.0,0.06,1.84,5.74
cael chatham,HPU,24.0,Cael Chatham,sa3028787,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,233.0,297.0,74.0,41.0,15.0,1.0,17.0,55.0,55.0,49.0,51.0,10.0,5.0,0.0,6.0,4.0,2.0,0.317596566,0.164983164,0.171717171,0.960784313,0.447811447,0.60944206,1.057253507,0.291845494,4.435222093359036,0.335294117,-0.698122926056385,72.74358385190662,23.591424786898468,0.4632412187178127,147.99672127463754,Batter,HPU,high point university,,,,,False,High Point University,363.0,1.0,High Point,High Point University,High Point,Big South,35.0,27.0,0.0,62.0,0.565,0.542,0.023,333.0,2100.0,616.0,0.293,52.0,0.84,125.0,2.02,542.1,411.0,363.0,6.02,1626.0,602.0,56.0,0.975,70.0,80.0,579.0,9.61,92.0,1.48,30.0,29.0,0.405,88.0,1.42,20.0,451.0,7.3,2.0,1031.0,0.491,465.0,288.0,1.61,7.7,,7.0,0.11,1.6,4.78
cael frost,SDST,,Cael Frost,sa3031742,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,198.0,233.0,68.0,31.0,16.0,0.0,21.0,53.0,59.0,25.0,44.0,8.0,2.0,0.0,5.0,1.0,1.0,0.343434343,0.107296137,0.188841201,0.568181818,0.433476394,0.742424242,1.175900636,0.398989899,3.1219566444729487,0.348148148,-0.2640996426343918,63.14606287606163,27.856356943921273,0.490631307655138,178.93621158954147,Batter,SDST,south dakota state university,,,,,False,South Dakota State University,803.0,1.0,South Dakota St.,South Dakota State University,South Dakota St.,Summit League,20.0,29.0,0.0,49.0,0.408,0.371,0.037,187.0,1719.0,487.0,0.283,27.0,0.55,94.0,1.92,415.2,458.0,353.0,7.64,1247.0,419.0,88.0,0.95,82.0,78.0,521.0,11.28,80.0,1.63,26.0,13.0,0.374,24.0,0.49,13.0,343.0,7.0,1.0,845.0,0.492,425.0,328.0,1.3,9.2,,12.0,0.24,2.04,7.1
caileb johnson,PFW,22.0,Caileb Johnson,sa3034717,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,196.0,233.0,54.0,31.0,14.0,0.0,9.0,29.0,39.0,23.0,44.0,12.0,2.0,0.0,1.0,2.0,0.0,0.275510204,0.098712446,0.188841201,0.522727272,0.381974248,0.484693877,0.866668125,0.209183673,3.2544955806597335,0.310344827,0.44134491821751,42.11231823122209,4.768702147957744,0.392544278259441,112.7697921308024,Batter,PFW,purdue fort wayne,,,,,False,Purdue Fort Wayne,706.0,1.0,Purdue Fort Wayne,Purdue Fort Wayne,Purdue Fort Wayne,Horizon,13.0,43.0,0.0,56.0,0.232,0.285,-0.053,224.0,1907.0,501.0,0.263,38.0,0.68,117.0,2.09,474.2,528.0,451.0,8.55,1424.0,529.0,88.0,0.957,80.0,72.0,584.0,11.07,52.0,0.93,24.0,22.0,0.358,46.0,0.82,13.0,319.0,5.7,,780.0,0.409,407.0,355.0,1.15,7.7,,3.0,0.05,1.98,6.73
cal carver,NWST,,Cal Carver,sa3028551,,2021,6.0,5.0,3.1889764737399986,14.0,14.0,3.0,0.0,0.0,84.2,352.0,66.0,38.0,30.0,3.0,34.0,5.0,8.0,0.0,77.0,8.185039615932663,3.614173336905332,2.26470588,0.3188976473739999,0.21875,0.09659091,0.12215909,0.21086262,1.181102397681481,0.27038627,0.66468254,3.893050873332048,-0.7040743995920495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NWST,northwestern state university,,,,,False,Northwestern State University,628.0,1.0,Northwestern St.,Northwestern State University,Northwestern St.,Southland,27.0,26.0,0.0,53.0,0.509,0.411,0.098,208.0,1648.0,372.0,0.226,34.0,0.64,65.0,1.23,448.0,268.0,223.0,4.48,1344.0,496.0,68.0,0.964,69.0,67.0,372.0,7.47,33.0,0.62,16.0,22.0,0.334,44.0,0.83,15.0,220.0,4.2,1.0,546.0,0.331,443.0,245.0,1.81,8.9,,5.0,0.09,1.38,
cal carver,NWST,,Cal Carver,sa3028551,,2022,4.0,5.0,4.714285714285714,14.0,14.0,0.0,0.0,0.0,84.0,377.0,104.0,56.0,44.0,11.0,21.0,10.0,10.0,0.0,76.0,8.142857142857142,2.25,3.61904762,1.1785714285714286,0.20159151,0.05570292,0.14588859,0.30057803,1.488095238095238,0.35907336,0.66053512,5.2137805938720705,-0.4994948795863561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NWST,northwestern state university,,,,,False,Northwestern State University,628.0,1.0,Northwestern St.,Northwestern State University,Northwestern St.,Southland,25.0,29.0,0.0,54.0,0.463,0.511,-0.048,251.0,1742.0,437.0,0.251,34.0,0.63,78.0,1.44,458.0,326.0,282.0,5.54,1374.0,477.0,60.0,0.969,87.0,86.0,458.0,9.0,54.0,1.0,22.0,21.0,0.368,36.0,0.67,14.0,334.0,6.2,1.0,691.0,0.397,404.0,228.0,1.77,7.9,,7.0,0.13,1.5,4.48
cal carver,NWST,,Cal Carver,sa3028551,,2023,7.0,3.0,4.378378249403958,15.0,15.0,1.0,1.0,0.0,86.1,365.0,77.0,47.0,42.0,11.0,26.0,6.0,6.0,0.0,77.0,8.027026790573922,2.710424630583402,2.96153846,1.1467181129391315,0.2109589,0.07123288,0.13972603,0.23123123,1.1930501579063693,0.26938776,0.66239316,4.749677129412443,-0.3712988800084851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NWST,northwestern state university,,,,,False,Northwestern State University,628.0,1.0,Northwestern St.,Northwestern State University,Northwestern St.,Southland,29.0,27.0,0.0,56.0,0.518,0.524,-0.006,269.0,1871.0,497.0,0.266,26.0,0.46,98.0,1.75,486.1,333.0,293.0,5.42,1459.0,449.0,55.0,0.972,63.0,89.0,448.0,8.29,61.0,1.09,29.0,24.0,0.379,39.0,0.7,16.0,351.0,6.3,4.0,798.0,0.427,469.0,207.0,2.27,8.7,,10.0,0.18,1.35,3.83
cal christofori,SCU,23.0,Cal Christofori,sa3028882,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,143.0,174.0,37.0,27.0,9.0,1.0,0.0,14.0,17.0,21.0,31.0,6.0,1.0,3.0,3.0,1.0,0.0,0.258741258,0.120689655,0.178160919,0.677419354,0.374269005,0.335664335,0.70993334,0.076923077,3.734920576010607,0.327433628,0.2558081769384444,23.552464402291903,-1.1039863163493775,0.3510060373105501,95.52252540745974,Batter,SCU,santa clara university,,,,,False,Santa Clara University,780.0,1.0,Santa Clara,Santa Clara University,Santa Clara,WCC,24.0,29.0,0.0,53.0,0.453,0.381,0.072,202.0,1803.0,464.0,0.257,33.0,0.62,95.0,1.79,464.0,351.0,293.0,5.68,1392.0,435.0,67.0,0.965,61.0,61.0,499.0,9.68,28.0,0.53,19.0,21.0,0.349,49.0,0.92,19.0,269.0,5.1,,681.0,0.378,490.0,250.0,1.96,9.5,,19.0,0.36,1.61,4.85
cal conley,TTU,21.0,Cal Conley,sa3017080,695462.0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,225.0,254.0,74.0,46.0,13.0,0.0,15.0,46.0,55.0,21.0,38.0,4.0,2.0,2.0,5.0,7.0,1.0,0.328888888,0.082677165,0.149606299,0.552631578,0.392857142,0.586666666,0.979523808,0.257777778,4.802635870280725,0.339080459,0.5122834192588925,53.24305835969938,11.843657946663033,0.4311220085337048,128.60828376377538,Batter,TTU,texas tech university,4.0,126.0,Atlanta Braves,texas tech university,True,Texas Tech University,881.0,1.0,Texas Tech,Texas Tech University,Texas Tech,Big 12,39.0,17.0,0.0,56.0,0.696,0.684,0.012,322.0,1858.0,504.0,0.271,45.0,0.8,107.0,1.91,491.1,276.0,235.0,4.3,1474.0,499.0,60.0,0.97,54.0,68.0,439.0,8.04,90.0,1.61,23.0,8.0,0.394,49.0,0.88,8.0,421.0,7.5,4.0,913.0,0.491,543.0,225.0,2.41,9.9,,16.0,0.29,1.35,
cal fisher,FSU,20.0,Cal Fisher,sa3031377,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,188.0,225.0,57.0,38.0,11.0,0.0,8.0,32.0,37.0,26.0,56.0,9.0,1.0,1.0,1.0,2.0,1.0,0.303191489,0.115555555,0.248888888,0.464285714,0.410714285,0.489361702,0.900075987,0.186170213,2.9260147454424548,0.392,-0.824701527133584,43.77156814607267,2.676686104856775,0.4102125894278288,106.51342934181488,Batter,FSU,florida state university,,,,,False,Florida State University,298.0,1.0,Florida St.,Florida State University,Florida St.,ACC,42.0,16.0,0.0,58.0,0.724,0.7,0.024,267.0,2003.0,622.0,0.311,50.0,0.86,102.0,1.76,497.0,283.0,263.0,4.76,1491.0,494.0,39.0,0.981,62.0,64.0,432.0,7.82,104.0,1.79,19.0,10.0,0.405,70.0,1.21,16.0,450.0,7.8,4.0,1050.0,0.524,600.0,252.0,2.38,10.9,,7.0,0.12,1.38,4.56
cal hejza,ILL,20.0,Cal Hejza,sa3033552,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,158.0,204.0,35.0,28.0,6.0,0.0,1.0,30.0,20.0,29.0,40.0,4.0,4.0,9.0,4.0,4.0,1.0,0.221518987,0.142156862,0.196078431,0.725,0.348717948,0.278481012,0.62719896,0.056962025,4.7108339875004726,0.280991735,0.021590499440208,21.65778610912305,-12.95165356191653,0.316465242092426,62.57768491769548,Batter,ILL,university of illinois,,,,,False,University of Illinois,383.0,1.0,Illinois,University of Illinois,Illinois,Big Ten,31.0,22.0,0.0,53.0,0.585,0.568,0.017,249.0,1880.0,545.0,0.29,35.0,0.66,115.0,2.17,468.2,323.0,291.0,5.59,1406.0,484.0,46.0,0.976,61.0,76.0,479.0,9.2,48.0,0.91,18.0,21.0,0.391,46.0,0.87,14.0,375.0,7.1,2.0,824.0,0.438,421.0,213.0,1.98,8.1,,10.0,0.19,1.48,4.09
cal hejza,ILL,21.0,Cal Hejza,sa3033552,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,184.0,213.0,42.0,29.0,8.0,0.0,5.0,29.0,26.0,25.0,50.0,2.0,1.0,1.0,5.0,8.0,1.0,0.228260869,0.117370892,0.234741784,0.5,0.325471698,0.353260869,0.678732567,0.125,5.19883633715794,0.284615384,0.7957980819046497,22.764396289733263,-13.419707854839949,0.3197736855385438,62.9126983461532,Batter,ILL,university of illinois,,,,,False,University of Illinois,383.0,1.0,Illinois,University of Illinois,Illinois,Big Ten,25.0,27.0,0.0,52.0,0.481,0.524,-0.043,248.0,1806.0,490.0,0.271,34.0,0.65,89.0,1.71,462.0,334.0,301.0,5.86,1386.0,472.0,40.0,0.979,81.0,69.0,506.0,9.86,89.0,1.71,16.0,14.0,0.377,30.0,0.58,11.0,352.0,6.8,1.0,856.0,0.474,431.0,199.0,2.17,8.4,,5.0,0.1,1.53,3.88
cal hejza,ILL,22.0,Cal Hejza,sa3033552,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,217.0,275.0,59.0,44.0,8.0,2.0,5.0,56.0,32.0,37.0,53.0,15.0,0.0,6.0,1.0,9.0,4.0,0.2718894,0.134545454,0.192727272,0.698113207,0.412639405,0.396313364,0.808952769,0.124423964,6.6312884539146655,0.339622641,-0.6973856464028358,47.814127934989166,0.5611283163396902,0.3917679148535746,101.18749776917493,Batter,ILL,university of illinois,,,,,False,University of Illinois,383.0,1.0,Illinois,University of Illinois,Illinois,Big Ten,35.0,21.0,0.0,56.0,0.625,0.595,0.03,288.0,1938.0,569.0,0.294,46.0,0.82,91.0,1.63,490.1,358.0,323.0,5.93,1471.0,525.0,42.0,0.979,78.0,71.0,487.0,8.94,104.0,1.86,15.0,19.0,0.401,25.0,0.45,13.0,442.0,7.9,,988.0,0.51,450.0,240.0,1.88,8.3,,8.0,0.14,1.48,4.41
cal martin,SFA,,Cal Martin,sa3037140,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,173.0,205.0,54.0,39.0,10.0,0.0,5.0,29.0,37.0,23.0,45.0,4.0,5.0,0.0,4.0,1.0,2.0,0.312138728,0.112195121,0.219512195,0.511111111,0.395121951,0.456647398,0.851769349,0.14450867,2.2439428697223733,0.3828125,-0.9640053065959364,36.37528037297408,1.8977258877722456,0.3873852348909145,105.50423577341246,Batter,SFA,stephen f. austin state university,,,,,False,Stephen F. Austin State University,742.0,1.0,SFA,Stephen F. Austin State University,SFA,WAC,22.0,28.0,0.0,50.0,0.44,0.378,0.062,191.0,1761.0,507.0,0.288,44.0,0.88,93.0,1.86,442.1,457.0,404.0,8.22,1327.0,454.0,62.0,0.966,76.0,68.0,601.0,12.23,50.0,1.0,26.0,13.0,0.374,50.0,1.0,26.0,348.0,7.0,,770.0,0.437,336.0,260.0,1.29,6.8,,10.0,0.2,1.95,5.29
cal martin,SFA,,Cal Martin,sa3037140,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,133.0,156.0,38.0,26.0,4.0,0.0,8.0,16.0,27.0,19.0,44.0,3.0,1.0,0.0,1.0,0.0,0.0,0.285714285,0.121794871,0.282051282,0.431818181,0.384615384,0.496240601,0.880855985,0.210526316,0.5382653024999999,0.365853658,0.0186793939210474,27.80461301643409,3.0065717919544106,0.3959848349675154,112.1242309613811,Batter,SFA,stephen f. austin state university,,,,,False,Stephen F. Austin State University,742.0,1.0,SFA,Stephen F. Austin State University,SFA,WAC,10.0,44.0,0.0,54.0,0.185,0.179,0.006,170.0,1765.0,437.0,0.248,32.0,0.59,83.0,1.54,440.0,554.0,462.0,9.45,1320.0,432.0,88.0,0.952,101.0,54.0,607.0,12.42,46.0,0.85,14.0,16.0,0.33,46.0,0.85,19.0,241.0,4.5,,668.0,0.378,352.0,316.0,1.11,7.2,,5.0,0.09,2.1,6.46
cal mcaninch,TOL,,Cal McAninch,sa3037420,,2022,3.0,3.0,3.24,25.0,0.0,0.0,0.0,6.0,50.0,205.0,47.0,18.0,18.0,7.0,6.0,3.0,0.0,0.0,36.0,6.48,1.08,6.0,1.26,0.17560976,0.02926829,0.14634146,0.23979592,1.06,0.26143791,0.82251082,5.6428562355041505,-2.4028562355041503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,TOL,university of toledo,,,,,False,University of Toledo,888.0,1.0,Toledo,University of Toledo,Toledo,MAC,33.0,25.0,0.0,58.0,0.569,0.56,0.009,198.0,1904.0,529.0,0.278,32.0,0.55,104.0,1.79,478.1,303.0,259.0,4.87,1435.0,498.0,56.0,0.972,64.0,65.0,497.0,9.35,61.0,1.05,27.0,15.0,0.361,85.0,1.47,17.0,346.0,6.0,3.0,838.0,0.44,438.0,206.0,2.13,8.2,,11.0,0.19,1.47,3.88
cal mcaninch,TOL,,Cal McAninch,sa3037420,,2023,5.0,1.0,3.0167597122456704,26.0,0.0,0.0,0.0,3.0,59.2,243.0,48.0,24.0,20.0,5.0,18.0,6.0,2.0,0.0,48.0,7.240223309389608,2.715083741021103,2.66666667,0.7541899280614176,0.19753086,0.07407407,0.12345679,0.21917808,1.1061452278234123,0.25903614,0.73846154,5.16782432722058,-2.1510646149749095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,TOL,university of toledo,,,,,False,University of Toledo,888.0,1.0,Toledo,University of Toledo,Toledo,MAC,26.0,29.0,0.0,55.0,0.473,0.504,-0.031,252.0,1948.0,545.0,0.28,40.0,0.73,88.0,1.6,484.0,384.0,346.0,6.43,1452.0,462.0,42.0,0.979,73.0,59.0,564.0,10.49,98.0,1.78,22.0,18.0,0.375,101.0,1.84,19.0,387.0,7.0,1.0,945.0,0.485,454.0,296.0,1.53,8.4,,9.0,0.16,1.78,5.5
cal mcginnis,BRAD,20.0,Cal McGinnis,sa3037596,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,119.0,146.0,31.0,21.0,6.0,1.0,3.0,22.0,16.0,16.0,17.0,0.0,1.0,10.0,0.0,3.0,1.0,0.260504201,0.109589041,0.116438356,0.94117647,0.345588235,0.403361344,0.748949579,0.142857143,5.768159645482632,0.28,-0.1208228264003992,19.332215724533455,-3.5394032019916613,0.3423572677899809,84.52491179849592,Batter,BRAD,bradley university,,,,,False,Bradley University,99.0,1.0,Bradley,Bradley University,Bradley,MVC,16.0,32.0,0.0,48.0,0.333,0.367,-0.034,203.0,1587.0,417.0,0.263,28.0,0.58,86.0,1.79,408.1,342.0,295.0,6.5,1225.0,387.0,49.0,0.97,81.0,37.0,460.0,10.14,45.0,0.94,14.0,32.0,0.357,45.0,0.94,16.0,254.0,5.3,,660.0,0.416,365.0,264.0,1.38,8.0,,11.0,0.23,1.77,5.82
cal mcginnis,EVAN,21.0,Cal McGinnis,sa3037596,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,198.0,223.0,69.0,47.0,14.0,2.0,6.0,38.0,39.0,16.0,22.0,2.0,5.0,2.0,3.0,1.0,0.0,0.348484848,0.071748878,0.098654708,0.727272727,0.393665158,0.53030303,0.923968188,0.181818182,4.792743938980525,0.36,-0.0900817844085395,42.48347323795032,4.111947071153631,0.4025574849741491,110.71614158185804,Batter,EVAN,university of evansville,,,,,False,University of Evansville,279.0,1.0,Evansville,University of Evansville,Evansville,MVC,39.0,26.0,0.0,65.0,0.6,0.59,0.01,326.0,2240.0,669.0,0.299,49.0,0.75,159.0,2.45,551.2,418.0,378.0,6.17,1655.0,571.0,56.0,0.975,59.0,99.0,586.0,9.56,96.0,1.48,30.0,7.0,0.406,54.0,0.83,14.0,510.0,7.8,2.0,1130.0,0.504,487.0,264.0,1.84,7.9,,7.0,0.11,1.54,4.31
cal mcginnis,EVAN,22.0,Cal McGinnis,sa3037596,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,192.0,216.0,64.0,50.0,10.0,0.0,4.0,26.0,36.0,16.0,19.0,4.0,3.0,1.0,0.0,2.0,1.0,0.333333333,0.074074074,0.087962962,0.842105263,0.390697674,0.447916666,0.83861434,0.114583333,2.735496723498078,0.348837209,-0.4037287663668394,36.5059653499751,-0.7343299409718625,0.3853035610775615,98.02813072443502,Batter,EVAN,university of evansville,,,,,False,University of Evansville,279.0,1.0,Evansville,University of Evansville,Evansville,MVC,17.0,37.0,0.0,54.0,0.315,0.309,0.006,228.0,1814.0,496.0,0.273,37.0,0.69,104.0,1.93,449.1,498.0,428.0,8.57,1348.0,457.0,78.0,0.959,97.0,77.0,610.0,12.22,35.0,0.65,29.0,6.0,0.373,64.0,1.19,9.0,321.0,5.9,2.0,721.0,0.397,374.0,271.0,1.38,7.5,,8.0,0.15,1.96,5.43
cal scolari,USD,21.0,Cal Scolari,sa3060534,,2025,5.0,3.0,4.222748662478599,15.0,15.0,0.0,0.0,0.0,70.1,306.0,54.0,35.0,33.0,4.0,39.0,13.0,4.0,0.0,77.0,9.853080212450063,4.990521146565618,1.97435897,0.5118483227246787,0.25163399,0.12745098,0.12418301,0.21259843,1.32227483370542,0.28901734,0.70717131,5.069838524126081,-0.8470898616474818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,USD,university of san diego,,,,,False,University of San Diego,775.0,1.0,San Diego,University of San Diego,San Diego,WCC,28.0,30.0,0.0,58.0,0.483,0.571,-0.088,241.0,1980.0,565.0,0.285,46.0,0.79,101.0,1.74,501.2,398.0,351.0,6.3,1505.0,502.0,51.0,0.975,138.0,118.0,524.0,9.4,66.0,1.14,24.0,27.0,0.391,43.0,0.74,21.0,391.0,6.7,2.0,892.0,0.451,489.0,262.0,1.87,8.8,,14.0,0.24,1.57,4.7
cal sefcik,CIN,20.0,Cal Sefcik,sa3041921,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,211.0,247.0,61.0,43.0,9.0,2.0,7.0,32.0,43.0,29.0,40.0,1.0,6.0,0.0,2.0,6.0,0.0,0.289099526,0.117408906,0.161943319,0.725,0.368421052,0.450236966,0.818658018,0.16113744,5.861509551163135,0.317647058,0.658235511276871,38.72897406400024,-4.335378627173315,0.3671211238332122,89.93279044906696,Batter,CIN,university of cincinnati,,,,,False,University of Cincinnati,175.0,1.0,Cincinnati,University of Cincinnati,Cincinnati,Big 12,33.0,26.0,0.0,59.0,0.559,0.567,-0.008,306.0,2038.0,575.0,0.282,39.0,0.66,106.0,1.8,518.2,357.0,322.0,5.59,1556.0,544.0,46.0,0.979,53.0,75.0,537.0,9.32,74.0,1.25,37.0,25.0,0.389,134.0,2.27,14.0,414.0,7.0,4.0,929.0,0.456,496.0,229.0,2.17,8.6,,13.0,0.22,1.48,3.97
cal villareal,NMSU,,Cal Villareal,sa3044494,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,161.0,181.0,49.0,39.0,8.0,0.0,2.0,21.0,38.0,11.0,36.0,5.0,0.0,4.0,2.0,4.0,3.0,0.304347826,0.06077348,0.198895027,0.305555555,0.367231638,0.391304347,0.758535985,0.086956521,3.4503241678205803,0.382113821,-0.7794331847690046,26.61135294045285,0.1000572195179825,0.3615697982621058,100.37741353938796,Batter,NMSU,new mexico state university,,,,,False,New Mexico State University,591.0,1.0,New Mexico St.,New Mexico State University,New Mexico St.,WAC,20.0,34.0,0.0,54.0,0.37,0.482,-0.112,232.0,1766.0,500.0,0.283,50.0,0.93,86.0,1.59,435.2,341.0,294.0,6.07,1307.0,458.0,60.0,0.967,42.0,32.0,514.0,10.62,42.0,0.78,20.0,19.0,0.373,42.0,0.78,25.0,328.0,6.1,1.0,740.0,0.419,403.0,228.0,1.77,8.3,,14.0,0.26,1.7,
cal villareal,NMSU,,Cal Villareal,sa3044494,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,162.0,179.0,57.0,37.0,13.0,3.0,4.0,31.0,30.0,12.0,34.0,0.0,1.0,4.0,1.0,3.0,2.0,0.351851851,0.067039106,0.189944134,0.352941176,0.394285714,0.543209876,0.93749559,0.191358025,6.3594772234951105,0.424,-0.4060880590695888,35.40172168355088,7.011150283027698,0.4145715202604021,124.69534756492604,Batter,NMSU,new mexico state university,,,,,False,New Mexico State University,591.0,1.0,New Mexico St.,New Mexico State University,New Mexico St.,WAC,24.0,34.0,0.0,58.0,0.414,0.444,-0.03,209.0,1999.0,588.0,0.294,46.0,0.79,135.0,2.33,500.0,442.0,382.0,6.88,1500.0,528.0,71.0,0.966,56.0,53.0,665.0,11.97,66.0,1.14,23.0,21.0,0.372,50.0,0.86,26.0,391.0,6.7,3.0,967.0,0.484,502.0,209.0,2.4,9.0,,23.0,0.4,1.75,3.76
cale vinson,MTSU,20.0,Cale Vinson,sa3044523,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,189.0,219.0,50.0,40.0,5.0,0.0,5.0,27.0,20.0,18.0,46.0,4.0,1.0,7.0,1.0,6.0,5.0,0.264550264,0.08219178,0.210045662,0.391304347,0.339622641,0.37037037,0.709993011,0.105820106,3.729991457803629,0.323741007,-1.8039396937238052,26.060837001080024,-9.178265988355172,0.3335251577620236,73.95431435610934,Batter,MTSU,middle tennessee state university,,,,,False,Middle Tennessee State University,527.0,1.0,Middle Tenn.,Middle Tennessee State University,Middle Tenn.,CUSA,20.0,36.0,0.0,56.0,0.357,0.351,0.006,170.0,1908.0,534.0,0.28,39.0,0.7,96.0,1.71,473.1,473.0,388.0,7.38,1420.0,503.0,76.0,0.962,80.0,45.0,649.0,12.34,72.0,1.29,18.0,28.0,0.35,69.0,1.23,30.0,338.0,6.0,1.0,872.0,0.457,389.0,252.0,1.54,7.4,,13.0,0.23,1.9,4.79
